doi,title,first_author,year,journal,cited_by_count,cit_per_year,score,is_institutional_report
10.1108/10309611011092574.html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Establishing additionality: fraud vulnerabilities in the clean development mechanism,Robert J. Bianchi,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.1108/17542430810890369.html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Is carbon finance the answer to climate control?,Peter Yeoh,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.1108/17561371211284830.html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Clean development mechanism in North‐South trade,Chu Ping Lo,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.1108/17561371211284830/full/html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Clean development mechanism in North‐South trade,Chu Ping Lo,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.1108/aaaj-07-2019-4108.html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Institutionalisation of weak conceptions of sustainability in the United Nations Clean Development Mechanism: empirical evidence from Malaysian organisations,Ann Marie Sidhu,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.3390/su17177900,"Powering Change: The Urban Scale of Energy, an Italian Overview",Martina Massari,2025.0,Sustainability,0.0,0.0,0.074,False
10.3390/su17177951,Ocean-Based Solutions Can Help Close the Climate Emissions Gap,Tom Pickerell,2025.0,Sustainability,0.0,0.0,0.074,False
10.10520/ejc-defa_v7_n2_a7,Global Development Finance Professionalism through the Chartered Institute of Development Finance (CIDEF),Nicholas Biekpe,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.37773/ees.v3i1.103,Policy and Politics in India in the Age of Global Warming,Rohit Jha,1970.0,Ecology Economy and Society–the INSEE Journal,0.0,0.0,0.074,False
10.10520/ejc-defa_v7_n1_a3,Refocusing Climate Finance on Development Impact,Ope Onibokun,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.33423/ijba.v15i1.7741,"Vast Opportunities, Great Benefits: Unlocking the Potential of China-Africa Green Energy Cooperation",Fikresus Amahazion,2025.0,International Journal of Business Anthropology,0.0,0.0,0.074,False
10.1108/jaar-03-2018-0034.html?utm_source=repec&utm_medium=feed&utm_campaign=repec,The alignment of global equity and corporate bonds markets with the Paris Agreement,Jakob Thomä,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.1002/ijfe.70176,Corporate Climate Risk and Greenwashing Behaviour: Evidence From China,Jilong Chen,2026.0,International Journal of Finance & Economics,0.0,0.0,0.074,False
10.35912/ijfam.v6i3.2476,Green bonds and climate change mitigation: A conceptual study of financial instruments in India,Krishna N. Reddy,2025.0,International Journal of Financial Accounting and Management,0.0,0.0,0.074,False
10.9770/jssi.2018.8.2(6),FAILED UNION: UNFULFILLED POTENTIAL OF THE EU’S UNION FOR THE MEDITERRANEAN,Sima Rakutienė,2018.0,Journal of Security and Sustainability Issues,0.0,0.0,0.074,False
10.36311/2025.978-65-5954-580-3.p13-27,The European Union and Brazil: a brief analysis of the application of artificial intelligence in environmental protection and its global impacts,Marcelo Fernandes de Oliveira,2025.0,Faculdade de Filosofia e Ciências eBooks,0.0,0.0,0.074,False
10.1108/raf-05-2023-0163/full/html?utm_source=repec&utm_medium=feed&utm_campaign=repec,On the foundations of firm climate risk exposure,Mohamad H. Shahrour,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.36880/c17.02960,How Green Investments and Energy Consumption Shape Sustainable Growth?,Gözde Bozkurt,2025.0,,0.0,0.0,0.074,False
10.10520/ejc-defa_v7_n1_a7,The shortage of climate finance will worsen the disparities between the developed and developing economies,Laone Nthaga,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.36922/ajwep025160121,Exploring stakeholder perspectives on barriers to green financing in Pakistan’s transportation sector,Umelaila Shah,2025.0,Asian Journal of Water Environment and Pollution,0.0,0.0,0.074,False
10.36948/ijfmr.2025.v07i02.40490,Climate Risk Awareness And Its Impact On Financial Stability,Gautam Shah,2025.0,International Journal For Multidisciplinary Research,0.0,0.0,0.074,False
10.36948/ijfmr.2025.v07i02.53944,India's Climate Leadership in Global Transition: Financing Sustainable Development Through Green Technologies and Policy Innovation,G. Nagoji -,2025.0,International Journal For Multidisciplinary Research,0.0,0.0,0.074,False
10.3390/jrfm18080428,The Role of Financial Stability in Mitigating Climate Risk: A Bibliometric and Literature Analysis,Ranila Suciati,2025.0,Journal of risk and financial management,0.0,0.0,0.074,False
10.3390/su17020546,Impact of Venture Capital on Urban Carbon Emissions: Evidence from the Yangtze River Delta Urban Agglomeration in China,Luxin Huang,2025.0,Sustainability,0.0,0.0,0.074,False
10.1108/rege-09-2021-0176/full/html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Do clean development mechanisms promote sustainable development in Brazil? a cross-sectoral investigation,Sara Gurfinkel M. Godoy,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.36311/2025.978-65-5954-580-3.p29-40,Environmental regulation strategies as a basis for the agricultural trade agreement between the European Union and Mercosur,José Neto Cassiano de Camargo,2025.0,Faculdade de Filosofia e Ciências eBooks,0.0,0.0,0.074,False
10.37502/ijsmr.2025.8106,A Review of Sustainable Finance Literature in Sub-Saharan Africa,Christelle Simo,2025.0,International Journal of Scientific and Management Research,0.0,0.0,0.074,False
10.37547/ijhps/volume05issue05-08,«Green Economy» In the Arab World: National Strategies and Regional Cooperation,Nigina Kushaeva,2025.0,International Journal Of History And Political Sciences,0.0,0.0,0.074,False
10.37602/ijssmr.2025.8417,"THE WEAPONIZATION OF ECONOMIC INTERDEPENDENCE: SANCTIONS, FINANCIAL STATECRAFT, AND THE FRAGMENTATION OF THE GLOBAL ECONOMIC ORDER",A.A. Abdullahi,2025.0,International Journal of Social Sciences and Management Review,0.0,0.0,0.074,False
10.37745/bjmas.2022.04934,Financial Modeling for Climate Resilience: The Role of AI in Measuring Long-Term Environmental Impact,Chinaza Ukatu,2025.0,British Journal of Multidisciplinary and Advanced Studies,0.0,0.0,0.074,False
10.2139/ssrn.5609970,&lt;p&gt;Critical Analysis of Applicable Legal Mobilizing Climate Finance for Vulnerable Nations&lt;/p&gt;,Mahmud Rahat,2025.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.2139/ssrn.5692002,Beyond Vulnerability Assessment: Integrating Risk and Capacity Measurement in Tunisian Communes Adaptation-Evidence from Nine Communes,Tarek Gasmi,2025.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.2139/ssrn.5708845,Gate Keeping Global Warming: The International Role of Environmental Assessments and Regulation in Controlling Choices for Future Power Development,Steven Ferrey,2025.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.2139/ssrn.5711262,"Energy Transition, Climate Policy, and Security Challenges in Africa's Resource-Dependent Economies",Robert Osei-Danso,2025.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.34178/jbth.v8i1.460,Carbon Credit Market: A Comparative Analysis of Consolidation in Brazil and the World,Natalia Silva,2025.0,"Journal of Bioengineering, Technologies and Health",0.0,0.0,0.074,False
10.36344/ccijhss.2025.v11i06.002,Unlocking Climate Finance for Fragile Countries: Structural Barriers and Strategic Prospects,Dieudonne Mbarga,2025.0,Cross-Currents An International Peer-Reviewed Journal on Humanities and Social Sciences,0.0,0.0,0.074,False
10.36368/jns.v17i1.1234,Sami Rights in Finland’s Climate Act,Leena Hansen,2025.0,Journal of Northern Studies,0.0,0.0,0.074,False
10.36311/2025.978-65-5954-580-3.p41-53,Climate Governance in Perspective: a Comparison between Brazilian and Spanish Climate Adaptation and Mitigation Policies,Diego Tarley Ferreira Nascimento,2025.0,Faculdade de Filosofia e Ciências eBooks,0.0,0.0,0.074,False
10.33545/26179210.2025.v8.i2.592,Green finance for all: Expanding access to sustainable investments,Rinzing Ongmu Bhutia,2025.0,International Journal of Financial Management and Economics,0.0,0.0,0.074,False
10.33545/26646021.2025.v7.i4d.510,"Governance, risk management and compliance to enhance sustainability finance in Indonesia",Evi Aryati Arbay,2025.0,International Journal of Political Science and Governance,0.0,0.0,0.074,False
10.33774/apsa-2025-8s6xj,"Consumer-funded Policies in Energy Transition: An introduction, an analytical framework and empirical case studies from Germany and the UK",Mehmet Hecan,2025.0,,0.0,0.0,0.074,False
10.33774/coe-2025-9rkm2,From Planning to Finance: Unlocking Investments for the Energy Transition,Hannah Luscombe,2025.0,,0.0,0.0,0.074,False
10.2139/ssrn.5223050,Financing of the Green Energy Transition: An Indian Perspective,Satya Kishan,2025.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.2139/ssrn.5711662,Climate Related Loss and Damages Tariff Support Program: Using Trade Concessions as a Mechanism for Climate Justice,Paolo Magnata,2025.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.35188/unu-wider/2025/596-7,Rethinking development finance in Tajikistan: Toward more sustainable and inclusive fiscal pathways,Jovid Ikromi,2025.0,Working Paper Series,0.0,0.0,0.074,False
10.35188/unu-wider/edij1962,Debt sustainability and climate financing,Ugo Panizza,2025.0,,0.0,0.0,0.074,False
10.3389/fanim.2025.1628166,Editorial: Interventions for improving livestock productivity in developing countries,Mulubrhan Balehegn,2025.0,Frontiers in Animal Science,0.0,0.0,0.074,False
10.36615/bsga1z30,Brazil Assumed the Presidency of BRICS in 2025,Siphamandla Zondi,2025.0,Journal of BRICS Studies,0.0,0.0,0.074,False
10.3389/fenvs.2025.1528983,Has carbon finance been able to promote clean energy development? — a low-carbon technology innovation perspective,Rui Cui,2025.0,Frontiers in Environmental Science,0.0,0.0,0.074,False
10.3389/fenvs.2025.1528983.s001,Table 1_Has carbon finance been able to promote clean energy development? — a low-carbon technology innovation perspective.xlsx,Rui Cui (622759),2025.0,Figshare,0.0,0.0,0.074,False
10.3389/fenvs.2025.1590813,Synergistic effect of carbon emission reduction from regional carbon trading on air pollutant emission reduction,Qingliang Yu,2025.0,Frontiers in Environmental Science,0.0,0.0,0.074,False
10.3389/fsrma.2025.1590161.s001,"Supplementary file 1_Financing the Water-Energy-Food-Ecosystem Nexus project: challenges, opportunities, and pathways for sustainable investment.docx",Ali Rhouma (10975009),2025.0,Figshare,0.0,0.0,0.074,False
10.1016/j.sftr.2025.101573,Mapping public engagement with environmental finance in the U.S: Spatiotemporal insights from google trends on public engagement and policy equity in the U.S,Hilda Afeku-Amenyo,2026.0,Sustainable Futures,0.0,0.0,0.074,False
10.3390/ijfs13030117,Analyzing Climate Change Exposure and CEO Turnover: Evidence from U.S. Firms,Dmitriy Chulkov,2025.0,International Journal of Financial Studies,0.0,0.0,0.074,False
10.3126/sambahak.v25i1.83911,"Climate Justice, Constitution, and the Court: A Quick Reflection on the Right-Based Approach",Ananda Mohan Bhattarai,2025.0,Sambahak Human Rights Journal,0.0,0.0,0.074,False
10.31435/ijitss.1(45).2025.3416,SUSTAINABLE FINANCE AND ITS ROLE IN PROMOTING DEVELOPMENT IN DEVELOPING COUNTRIES,Amina Khettabet,2025.0,International Journal of Innovative Technologies in Social Science,0.0,0.0,0.074,False
10.31435/ws.1(87).2025.3247,"AN EFFICIENT, COMPETITIVE ""OZONE GENERATION SYSTEMS"" FOR THE CHALLENGES IN AGRICULTURE SECTOR",Giorgi Tsivtsivadze,2025.0,World Science,0.0,0.0,0.074,False
10.3390/su17062547,The Baku Paradox: An Analysis of Selected Sustainable Development Goals,Lars Carlsen,2025.0,Sustainability,0.0,0.0,0.074,False
10.3390/su17156736,"The Impact of Green Finance on Agricultural Pollution: Analysis of the Roles of Farmer Behavior, Digital Infrastructure, and Innovation Capability",Liyan Yu,2025.0,Sustainability,0.0,0.0,0.074,False
10.3390/su17167470,Assessing Global Responsibility: Comparative Analysis of Fairness in Energy Transition Between Developing and Developed Countries,Jihan Ahmad As-sya’bani,2025.0,Sustainability,0.0,0.0,0.074,False
10.3390/su17177701,"ESG Integration in Residential Real Estate: The Case of Constanța, Romania",Maria Christina Georgiadou,2025.0,Sustainability,0.0,0.0,0.074,False
10.3389/fsufs.2025.1728611,From project portfolios to institutional strategy: mainstreaming climate resilience in agricultural research at CGIAR,John Michael Humphries Choptiany,2025.0,Frontiers in Sustainable Food Systems,0.0,0.0,0.074,False
10.19088/k4dd.2025.045,Designing and Managing National Climate Finance Vehicles,Brian Lucas,2025.0,,0.0,0.0,0.074,False
10.4337/9781803927008.00028,The future of climate finance research: a new materialist agenda,Jennifer Gippel,2024.0,Edward Elgar Publishing eBooks,0.0,0.0,0.074,False
10.21201/2025.000088,Climate Finance Shadow Report 2025: Analysing progress on climate finance under the Paris Agreement,Jan Kowalzig,2025.0,,0.0,0.0,0.074,False
10.18235/0013503,Enhancing Fiscal Resilience: Medium-Term Frameworks for Managing Emerging Risks,Oscar Valencia,2025.0,,0.0,0.0,0.074,False
10.18235/0013504,AquaFund as a Catalyzer for Water Sanitation and Climate Action in Latin America and the Caribbean,Denea Larissa Trejo,2025.0,,0.0,0.0,0.074,False
10.14419/a90yfh47,Evaluating The Economic Benefits for Local Communities’ Climate-Resilient Marine Protected Areas,Rui Fernandes,2025.0,International Journal of Accounting and Economics Studies,0.0,0.0,0.074,False
10.17605/osf.io/ms587,Supplementary Materials and Data – Carbon Credit: A Beginner’s Guide – Demystifying the Carbon Economy,"Rawat, Manoj",2025.0,Open Science Framework,0.0,0.0,0.074,False
10.17605/osf.io/peku3,Supplementary Materials and Data – Carbon Credit: A Beginner’s Guide – Demystifying the Carbon Economy,"Rawat, Manoj",2025.0,Open Science Framework,0.0,0.0,0.074,False
10.1016/j.oneear.2019.08.008,"For Insights into Climate Policy, Look to Practice—Not Just Theory",Danny Cullenward,2019.0,One Earth,0.0,0.0,0.074,False
10.17771/pucrio.acad.70759,"MACHINE LEARNING FORECASTS OF EU ETS CARBON PRICES WITH ECONOMIC, FINANCIAL, AND POLICY UNCERTAINTY VARIABLES",VICTOR GOULART OREIRO,2025.0,,0.0,0.0,0.074,False
10.1787/3713cf73-en,OECD Development Co-operation Peer Reviews: Luxembourg 2025,OECD,2025.0,OECD development co-operation peer reviews,0.0,0.0,0.074,True
10.18356/9789211071733,Somalia Humanitarian Needs and Response Plan 2025,United Nations Office for the Coordination of Humanitarian Affairs,2025.0,United Nations eBooks,0.0,0.0,0.074,False
10.18690/um.epf.5.2025.9,"Environmental, Social, and Governance (ESG) Performance and Economic Growth: An Econometric Analysis for Central European Countries",Liridona Nikqi,2025.0,,0.0,0.0,0.074,False
10.19088/1968-2025.112,Towards a New Political Economy of Climate Change and Development,Thomas Tanner,2025.0,IDS Bulletin,0.0,0.0,0.074,False
10.4337/9781800886742.00020,Governing international climate finance and investment: the Paris Agreement and related international and transnational mechanisms,David Rossati,2024.0,Edward Elgar Publishing eBooks,0.0,0.0,0.074,False
10.1163/ej.9789004145207.i-405.72,XVII. Flexibility Mechanisms,Alexander Gillespie,2006.0,,0.0,0.0,0.074,False
10.15173/esr.v14i1.481,"CO2 Emissions, Power Generation and Renewables in Eastern Europe in 2020",Fredrik Pettersson,2006.0,Energy Studies Review,0.0,0.0,0.074,False
10.17605/osf.io/yzstk,Carbon Credit Methodology and Framework – India and Global,"Rawat, Manoj",2025.0,Open Science Framework,0.0,0.0,0.074,False
10.13140/rg.2.2.12914.16327,The Price of Survival: Why Climate Finance Must Deliver for the World's Most Vulnerable,Mahmud Rahat,2025.0,,0.0,0.0,0.074,False
10.13140/rg.2.2.25647.80806,Targeting Renewable Energy Investments to Maximize Emissions Reductions: Precision Climate Finance,Muhtasim Munif Fahim,2025.0,,0.0,0.0,0.074,False
10.13140/rg.2.2.29159.71840,Integrating Gender &amp; Inclusion into the Green and Climate Finance Ecosystem,"El-Meligy, Hassan Mohamed",2025.0,,0.0,0.0,0.074,False
10.1332/27523349y2025d000000049,The role of the Voluntary Carbon Market in addressing global social challenges: ecological (in)justice in Africa’s largest REDD+ project?,Kathleen Bergs,2025.0,Global Social Challenges Journal,0.0,0.0,0.074,False
10.14207/ejsd.2025.v14n2p99,"Climate Policy, Financial Risks, and Sustainable Development: A Bibliometric Perspective",Haykel Tlili,2025.0,European Journal of Sustainable Development,0.0,0.0,0.074,False
